split,entity,prompt,position,token_id,token_text
train,JavaScript,A short paragraph says that JavaScript has a recognizable name and associated description.,6,702, has
train,JavaScript,A short paragraph says that JavaScript has a recognizable name and associated description.,12,4008, description
train,JavaScript,A short paragraph says that JavaScript has a recognizable name and associated description.,11,5815, associated
train,JavaScript,A short paragraph says that JavaScript has a recognizable name and associated description.,8,65252, recognizable
train,JavaScript,A short paragraph says that JavaScript has a recognizable name and associated description.,13,13,.
train,Sahara Desert,The topic is Sahara Desert.,2,374, is
train,Sahara Desert,The topic is Sahara Desert.,0,785,The
train,Sahara Desert,The topic is Sahara Desert.,5,13,.
train,Sahara Desert,The topic is Sahara Desert.,1,8544, topic
train,Sahara Desert,The topic is Sahara Desert.,3,87978, Sahara
train,Sahara Desert,The topic is Sahara Desert.,4,42186, Desert
train,Albert Einstein,Albert Einstein,1,54052, Einstein
train,Albert Einstein,Albert Einstein,0,66622,Albert
train,Alan Turing,"For a quiz clue, Alan Turing would be identified from a brief factual description.",12,9814, brief
train,Alan Turing,"For a quiz clue, Alan Turing would be identified from a brief factual description.",9,10820, identified
train,Alan Turing,"For a quiz clue, Alan Turing would be identified from a brief factual description.",2,27124, quiz
train,Alan Turing,"For a quiz clue, Alan Turing would be identified from a brief factual description.",5,25282, Alan
train,Alan Turing,"For a quiz clue, Alan Turing would be identified from a brief factual description.",6,94430, Turing
train,Alan Turing,"For a quiz clue, Alan Turing would be identified from a brief factual description.",7,1035, would
train,Alan Turing,"For a quiz clue, Alan Turing would be identified from a brief factual description.",10,504, from
train,Alan Turing,"For a quiz clue, Alan Turing would be identified from a brief factual description.",3,29989, clue
train,Alan Turing,"For a quiz clue, Alan Turing would be identified from a brief factual description.",0,2461,For
train,Alan Turing,"For a quiz clue, Alan Turing would be identified from a brief factual description.",8,387, be
train,Alan Turing,"For a quiz clue, Alan Turing would be identified from a brief factual description.",4,11,","
train,Alan Turing,"For a quiz clue, Alan Turing would be identified from a brief factual description.",14,4008, description
train,Alan Turing,"For a quiz clue, Alan Turing would be identified from a brief factual description.",15,13,.
train,Alan Turing,"For a quiz clue, Alan Turing would be identified from a brief factual description.",11,264, a
train,Alan Turing,"For a quiz clue, Alan Turing would be identified from a brief factual description.",13,59901, factual
train,Alan Turing,"For a quiz clue, Alan Turing would be identified from a brief factual description.",1,264, a
train,Cristiano Ronaldo,The phrase Cristiano Ronaldo appears in a neutral document with surrounding generic context.,0,785,The
train,Cristiano Ronaldo,The phrase Cristiano Ronaldo appears in a neutral document with surrounding generic context.,10,14590, surrounding
train,Cristiano Ronaldo,The phrase Cristiano Ronaldo appears in a neutral document with surrounding generic context.,9,448, with
train,Cristiano Ronaldo,The phrase Cristiano Ronaldo appears in a neutral document with surrounding generic context.,6,264, a
train,Cristiano Ronaldo,The phrase Cristiano Ronaldo appears in a neutral document with surrounding generic context.,7,20628, neutral
train,Cristiano Ronaldo,The phrase Cristiano Ronaldo appears in a neutral document with surrounding generic context.,8,2197, document
train,Cristiano Ronaldo,The phrase Cristiano Ronaldo appears in a neutral document with surrounding generic context.,4,7952, appears
train,Cristiano Ronaldo,The phrase Cristiano Ronaldo appears in a neutral document with surrounding generic context.,12,2266, context
train,Cristiano Ronaldo,The phrase Cristiano Ronaldo appears in a neutral document with surrounding generic context.,13,13,.
train,Cristiano Ronaldo,The phrase Cristiano Ronaldo appears in a neutral document with surrounding generic context.,11,13954, generic
train,Cristiano Ronaldo,The phrase Cristiano Ronaldo appears in a neutral document with surrounding generic context.,3,64415, Ronaldo
train,Cristiano Ronaldo,The phrase Cristiano Ronaldo appears in a neutral document with surrounding generic context.,5,304, in
train,Cristiano Ronaldo,The phrase Cristiano Ronaldo appears in a neutral document with surrounding generic context.,1,17133, phrase
train,Cristiano Ronaldo,The phrase Cristiano Ronaldo appears in a neutral document with surrounding generic context.,2,99115, Cristiano
train,Sony,"Important facts about Sony include its history, context, and influence.",7,11,","
train,Sony,"Important facts about Sony include its history, context, and influence.",5,1181, its
train,Sony,"Important facts about Sony include its history, context, and influence.",2,911, about
train,Sony,"Important facts about Sony include its history, context, and influence.",6,3840, history
train,Sony,"Important facts about Sony include its history, context, and influence.",12,13,.
train,Sony,"Important facts about Sony include its history, context, and influence.",4,2924, include
train,Sony,"Important facts about Sony include its history, context, and influence.",8,2266, context
train,Sony,"Important facts about Sony include its history, context, and influence.",11,10173, influence
train,Sony,"Important facts about Sony include its history, context, and influence.",10,323, and
train,Sony,"Important facts about Sony include its history, context, and influence.",1,13064, facts
train,Sony,"Important facts about Sony include its history, context, and influence.",3,20864, Sony
train,Sony,"Important facts about Sony include its history, context, and influence.",0,52280,Important
train,Sony,"Important facts about Sony include its history, context, and influence.",9,11,","
train,Amelia Earhart,"In a classroom lesson, the teacher introduced Amelia Earhart and explained why it matters.",8,90879, Amelia
train,Amelia Earhart,"In a classroom lesson, the teacher introduced Amelia Earhart and explained why it matters.",12,11247, explained
train,Amelia Earhart,"In a classroom lesson, the teacher introduced Amelia Earhart and explained why it matters.",11,323, and
train,Amelia Earhart,"In a classroom lesson, the teacher introduced Amelia Earhart and explained why it matters.",10,46389,hart
train,Amelia Earhart,"In a classroom lesson, the teacher introduced Amelia Earhart and explained why it matters.",15,12850, matters
train,Amelia Earhart,"In a classroom lesson, the teacher introduced Amelia Earhart and explained why it matters.",2,24017, classroom
train,Amelia Earhart,"In a classroom lesson, the teacher introduced Amelia Earhart and explained why it matters.",3,17755, lesson
train,Amelia Earhart,"In a classroom lesson, the teacher introduced Amelia Earhart and explained why it matters.",14,432, it
train,Amelia Earhart,"In a classroom lesson, the teacher introduced Amelia Earhart and explained why it matters.",6,11079, teacher
train,Amelia Earhart,"In a classroom lesson, the teacher introduced Amelia Earhart and explained why it matters.",1,264, a
train,Amelia Earhart,"In a classroom lesson, the teacher introduced Amelia Earhart and explained why it matters.",0,641,In
train,Amelia Earhart,"In a classroom lesson, the teacher introduced Amelia Earhart and explained why it matters.",16,13,.
train,Amelia Earhart,"In a classroom lesson, the teacher introduced Amelia Earhart and explained why it matters.",5,279, the
train,Amelia Earhart,"In a classroom lesson, the teacher introduced Amelia Earhart and explained why it matters.",4,11,","
train,Amelia Earhart,"In a classroom lesson, the teacher introduced Amelia Earhart and explained why it matters.",13,3170, why
train,Amelia Earhart,"In a classroom lesson, the teacher introduced Amelia Earhart and explained why it matters.",7,11523, introduced
train,Amelia Earhart,"In a classroom lesson, the teacher introduced Amelia Earhart and explained why it matters.",9,6809, Ear
train,Berlin,"Students wrote notes about Berlin, then summarized the topic in one sentence.",1,6139, wrote
train,Berlin,"Students wrote notes about Berlin, then summarized the topic in one sentence.",3,911, about
train,Berlin,"Students wrote notes about Berlin, then summarized the topic in one sentence.",0,30952,Students
train,Berlin,"Students wrote notes about Berlin, then summarized the topic in one sentence.",9,8544, topic
train,Berlin,"Students wrote notes about Berlin, then summarized the topic in one sentence.",5,11,","
train,Berlin,"Students wrote notes about Berlin, then summarized the topic in one sentence.",6,1221, then
train,Berlin,"Students wrote notes about Berlin, then summarized the topic in one sentence.",10,304, in
train,Berlin,"Students wrote notes about Berlin, then summarized the topic in one sentence.",4,19846, Berlin
train,Berlin,"Students wrote notes about Berlin, then summarized the topic in one sentence.",12,11652, sentence
train,Berlin,"Students wrote notes about Berlin, then summarized the topic in one sentence.",7,68629, summarized
train,Berlin,"Students wrote notes about Berlin, then summarized the topic in one sentence.",8,279, the
train,Berlin,"Students wrote notes about Berlin, then summarized the topic in one sentence.",2,8388, notes
train,Berlin,"Students wrote notes about Berlin, then summarized the topic in one sentence.",11,825, one
train,Berlin,"Students wrote notes about Berlin, then summarized the topic in one sentence.",13,13,.
train,Singapore,"The article compared Singapore with related people, places, organizations, and events.",10,11104, organizations
train,Singapore,"The article compared Singapore with related people, places, organizations, and events.",1,4549, article
train,Singapore,"The article compared Singapore with related people, places, organizations, and events.",13,4357, events
train,Singapore,"The article compared Singapore with related people, places, organizations, and events.",6,1251, people
train,Singapore,"The article compared Singapore with related people, places, organizations, and events.",2,7707, compared
train,Singapore,"The article compared Singapore with related people, places, organizations, and events.",5,5435, related
train,Singapore,"The article compared Singapore with related people, places, organizations, and events.",14,13,.
train,Singapore,"The article compared Singapore with related people, places, organizations, and events.",11,11,","
train,Singapore,"The article compared Singapore with related people, places, organizations, and events.",9,11,","
train,Singapore,"The article compared Singapore with related people, places, organizations, and events.",0,785,The
train,Singapore,"The article compared Singapore with related people, places, organizations, and events.",8,7482, places
train,Singapore,"The article compared Singapore with related people, places, organizations, and events.",7,11,","
train,Singapore,"The article compared Singapore with related people, places, organizations, and events.",3,20539, Singapore
train,Singapore,"The article compared Singapore with related people, places, organizations, and events.",4,448, with
train,Singapore,"The article compared Singapore with related people, places, organizations, and events.",12,323, and
train,The Internet,The Internet,0,785,The
train,The Internet,The Internet,1,8031, Internet
train,Florence Nightingale,The topic is Florence Nightingale.,4,12826, Night
train,Florence Nightingale,The topic is Florence Nightingale.,0,785,The
train,Florence Nightingale,The topic is Florence Nightingale.,7,13,.
train,Florence Nightingale,The topic is Florence Nightingale.,6,1574,ale
train,Florence Nightingale,The topic is Florence Nightingale.,1,8544, topic
train,Florence Nightingale,The topic is Florence Nightingale.,5,287,ing
train,Florence Nightingale,The topic is Florence Nightingale.,3,47506, Florence
train,Florence Nightingale,The topic is Florence Nightingale.,2,374, is
train,Linux,"Important facts about Linux include its history, context, and influence.",11,10173, influence
train,Linux,"Important facts about Linux include its history, context, and influence.",12,13,.
train,Linux,"Important facts about Linux include its history, context, and influence.",3,14340, Linux
train,Linux,"Important facts about Linux include its history, context, and influence.",8,2266, context
train,Linux,"Important facts about Linux include its history, context, and influence.",4,2924, include
train,Linux,"Important facts about Linux include its history, context, and influence.",10,323, and
train,Linux,"Important facts about Linux include its history, context, and influence.",9,11,","
train,Linux,"Important facts about Linux include its history, context, and influence.",6,3840, history
train,Linux,"Important facts about Linux include its history, context, and influence.",1,13064, facts
train,Linux,"Important facts about Linux include its history, context, and influence.",7,11,","
train,Linux,"Important facts about Linux include its history, context, and influence.",5,1181, its
train,Linux,"Important facts about Linux include its history, context, and influence.",2,911, about
train,Linux,"Important facts about Linux include its history, context, and influence.",0,52280,Important
train,The Rolling Stones,The phrase The Rolling Stones appears in a neutral document with surrounding generic context.,4,56100, Stones
train,The Rolling Stones,The phrase The Rolling Stones appears in a neutral document with surrounding generic context.,7,264, a
train,The Rolling Stones,The phrase The Rolling Stones appears in a neutral document with surrounding generic context.,8,20628, neutral
train,The Rolling Stones,The phrase The Rolling Stones appears in a neutral document with surrounding generic context.,1,17133, phrase
train,The Rolling Stones,The phrase The Rolling Stones appears in a neutral document with surrounding generic context.,11,14590, surrounding
train,The Rolling Stones,The phrase The Rolling Stones appears in a neutral document with surrounding generic context.,12,13954, generic
train,The Rolling Stones,The phrase The Rolling Stones appears in a neutral document with surrounding generic context.,13,2266, context
train,The Rolling Stones,The phrase The Rolling Stones appears in a neutral document with surrounding generic context.,9,2197, document
train,The Rolling Stones,The phrase The Rolling Stones appears in a neutral document with surrounding generic context.,5,7952, appears
train,The Rolling Stones,The phrase The Rolling Stones appears in a neutral document with surrounding generic context.,0,785,The
train,The Rolling Stones,The phrase The Rolling Stones appears in a neutral document with surrounding generic context.,14,13,.
train,The Rolling Stones,The phrase The Rolling Stones appears in a neutral document with surrounding generic context.,10,448, with
train,The Rolling Stones,The phrase The Rolling Stones appears in a neutral document with surrounding generic context.,6,304, in
train,The Rolling Stones,The phrase The Rolling Stones appears in a neutral document with surrounding generic context.,3,44948, Rolling
train,The Rolling Stones,The phrase The Rolling Stones appears in a neutral document with surrounding generic context.,2,576, The
train,Photosynthesis,The phrase Photosynthesis appears in a neutral document with surrounding generic context.,7,20628, neutral
train,Photosynthesis,The phrase Photosynthesis appears in a neutral document with surrounding generic context.,4,7952, appears
train,Photosynthesis,The phrase Photosynthesis appears in a neutral document with surrounding generic context.,9,448, with
train,Photosynthesis,The phrase Photosynthesis appears in a neutral document with surrounding generic context.,13,13,.
train,Photosynthesis,The phrase Photosynthesis appears in a neutral document with surrounding generic context.,0,785,The
train,Photosynthesis,The phrase Photosynthesis appears in a neutral document with surrounding generic context.,11,13954, generic
train,Photosynthesis,The phrase Photosynthesis appears in a neutral document with surrounding generic context.,12,2266, context
train,Photosynthesis,The phrase Photosynthesis appears in a neutral document with surrounding generic context.,6,264, a
train,Photosynthesis,The phrase Photosynthesis appears in a neutral document with surrounding generic context.,3,73667,ynthesis
train,Photosynthesis,The phrase Photosynthesis appears in a neutral document with surrounding generic context.,5,304, in
train,Photosynthesis,The phrase Photosynthesis appears in a neutral document with surrounding generic context.,8,2197, document
train,Photosynthesis,The phrase Photosynthesis appears in a neutral document with surrounding generic context.,2,16505, Photos
train,Photosynthesis,The phrase Photosynthesis appears in a neutral document with surrounding generic context.,1,17133, phrase
train,Photosynthesis,The phrase Photosynthesis appears in a neutral document with surrounding generic context.,10,14590, surrounding
train,Istanbul,Istanbul,0,40,I
train,Istanbul,Istanbul,1,45116,stanbul
train,Amsterdam,"Researchers often mention Amsterdam when discussing culture, geography, science, or history.",11,11,","
train,Amsterdam,"Researchers often mention Amsterdam when discussing culture, geography, science, or history.",4,979, when
train,Amsterdam,"Researchers often mention Amsterdam when discussing culture, geography, science, or history.",3,37741, Amsterdam
train,Amsterdam,"Researchers often mention Amsterdam when discussing culture, geography, science, or history.",1,3545, often
train,Amsterdam,"Researchers often mention Amsterdam when discussing culture, geography, science, or history.",12,476, or
train,Amsterdam,"Researchers often mention Amsterdam when discussing culture, geography, science, or history.",7,11,","
train,Amsterdam,"Researchers often mention Amsterdam when discussing culture, geography, science, or history.",6,7674, culture
train,Amsterdam,"Researchers often mention Amsterdam when discussing culture, geography, science, or history.",14,13,.
train,Amsterdam,"Researchers often mention Amsterdam when discussing culture, geography, science, or history.",0,59110,Researchers
train,Amsterdam,"Researchers often mention Amsterdam when discussing culture, geography, science, or history.",9,11,","
train,Amsterdam,"Researchers often mention Amsterdam when discussing culture, geography, science, or history.",2,6286, mention
train,Amsterdam,"Researchers often mention Amsterdam when discussing culture, geography, science, or history.",13,3840, history
train,Amsterdam,"Researchers often mention Amsterdam when discussing culture, geography, science, or history.",5,24392, discussing
train,Amsterdam,"Researchers often mention Amsterdam when discussing culture, geography, science, or history.",10,8038, science
train,Amsterdam,"Researchers often mention Amsterdam when discussing culture, geography, science, or history.",8,53142, geography
train,Paris,The topic is Paris.,0,785,The
train,Paris,The topic is Paris.,3,12095, Paris
train,Paris,The topic is Paris.,4,13,.
train,Paris,The topic is Paris.,1,8544, topic
train,Paris,The topic is Paris.,2,374, is
train,Apple Inc.,"For a quiz clue, Apple Inc. would be identified from a brief factual description.",3,29989, clue
train,Apple Inc.,"For a quiz clue, Apple Inc. would be identified from a brief factual description.",10,10820, identified
train,Apple Inc.,"For a quiz clue, Apple Inc. would be identified from a brief factual description.",1,264, a
train,Apple Inc.,"For a quiz clue, Apple Inc. would be identified from a brief factual description.",11,504, from
train,Apple Inc.,"For a quiz clue, Apple Inc. would be identified from a brief factual description.",13,9814, brief
train,Apple Inc.,"For a quiz clue, Apple Inc. would be identified from a brief factual description.",6,4848, Inc
train,Apple Inc.,"For a quiz clue, Apple Inc. would be identified from a brief factual description.",9,387, be
train,Apple Inc.,"For a quiz clue, Apple Inc. would be identified from a brief factual description.",7,13,.
train,Apple Inc.,"For a quiz clue, Apple Inc. would be identified from a brief factual description.",0,2461,For
train,Apple Inc.,"For a quiz clue, Apple Inc. would be identified from a brief factual description.",15,4008, description
train,Apple Inc.,"For a quiz clue, Apple Inc. would be identified from a brief factual description.",12,264, a
train,Apple Inc.,"For a quiz clue, Apple Inc. would be identified from a brief factual description.",16,13,.
train,Apple Inc.,"For a quiz clue, Apple Inc. would be identified from a brief factual description.",8,1035, would
train,Apple Inc.,"For a quiz clue, Apple Inc. would be identified from a brief factual description.",5,8162, Apple
train,Apple Inc.,"For a quiz clue, Apple Inc. would be identified from a brief factual description.",14,59901, factual
train,Apple Inc.,"For a quiz clue, Apple Inc. would be identified from a brief factual description.",4,11,","
train,Apple Inc.,"For a quiz clue, Apple Inc. would be identified from a brief factual description.",2,27124, quiz
train,The Godfather,The topic is The Godfather.,4,4264, God
train,The Godfather,The topic is The Godfather.,1,8544, topic
train,The Godfather,The topic is The Godfather.,5,23017,father
train,The Godfather,The topic is The Godfather.,6,13,.
train,The Godfather,The topic is The Godfather.,0,785,The
train,The Godfather,The topic is The Godfather.,3,576, The
train,The Godfather,The topic is The Godfather.,2,374, is
train,Barcelona,"In a classroom lesson, the teacher introduced Barcelona and explained why it matters.",3,17755, lesson
train,Barcelona,"In a classroom lesson, the teacher introduced Barcelona and explained why it matters.",11,3170, why
train,Barcelona,"In a classroom lesson, the teacher introduced Barcelona and explained why it matters.",6,11079, teacher
train,Barcelona,"In a classroom lesson, the teacher introduced Barcelona and explained why it matters.",12,432, it
train,Barcelona,"In a classroom lesson, the teacher introduced Barcelona and explained why it matters.",14,13,.
train,Barcelona,"In a classroom lesson, the teacher introduced Barcelona and explained why it matters.",5,279, the
train,Barcelona,"In a classroom lesson, the teacher introduced Barcelona and explained why it matters.",4,11,","
train,Barcelona,"In a classroom lesson, the teacher introduced Barcelona and explained why it matters.",1,264, a
train,Barcelona,"In a classroom lesson, the teacher introduced Barcelona and explained why it matters.",0,641,In
train,Barcelona,"In a classroom lesson, the teacher introduced Barcelona and explained why it matters.",13,12850, matters
train,Barcelona,"In a classroom lesson, the teacher introduced Barcelona and explained why it matters.",7,11523, introduced
train,Barcelona,"In a classroom lesson, the teacher introduced Barcelona and explained why it matters.",10,11247, explained
train,Barcelona,"In a classroom lesson, the teacher introduced Barcelona and explained why it matters.",9,323, and
train,Barcelona,"In a classroom lesson, the teacher introduced Barcelona and explained why it matters.",2,24017, classroom
train,Barcelona,"In a classroom lesson, the teacher introduced Barcelona and explained why it matters.",8,26937, Barcelona
train,Amazon River,"For a quiz clue, Amazon River would be identified from a brief factual description.",5,8176, Amazon
train,Amazon River,"For a quiz clue, Amazon River would be identified from a brief factual description.",6,10948, River
train,Amazon River,"For a quiz clue, Amazon River would be identified from a brief factual description.",4,11,","
train,Amazon River,"For a quiz clue, Amazon River would be identified from a brief factual description.",7,1035, would
train,Amazon River,"For a quiz clue, Amazon River would be identified from a brief factual description.",14,4008, description
train,Amazon River,"For a quiz clue, Amazon River would be identified from a brief factual description.",11,264, a
train,Amazon River,"For a quiz clue, Amazon River would be identified from a brief factual description.",12,9814, brief
train,Amazon River,"For a quiz clue, Amazon River would be identified from a brief factual description.",9,10820, identified
train,Amazon River,"For a quiz clue, Amazon River would be identified from a brief factual description.",2,27124, quiz
train,Amazon River,"For a quiz clue, Amazon River would be identified from a brief factual description.",0,2461,For
train,Amazon River,"For a quiz clue, Amazon River would be identified from a brief factual description.",3,29989, clue
train,Amazon River,"For a quiz clue, Amazon River would be identified from a brief factual description.",1,264, a
train,Amazon River,"For a quiz clue, Amazon River would be identified from a brief factual description.",13,59901, factual
train,Amazon River,"For a quiz clue, Amazon River would be identified from a brief factual description.",10,504, from
train,Amazon River,"For a quiz clue, Amazon River would be identified from a brief factual description.",15,13,.
train,Amazon River,"For a quiz clue, Amazon River would be identified from a brief factual description.",8,387, be
train,Florence Nightingale,The phrase Florence Nightingale appears in a neutral document with surrounding generic context.,9,20628, neutral
train,Florence Nightingale,The phrase Florence Nightingale appears in a neutral document with surrounding generic context.,4,287,ing
train,Florence Nightingale,The phrase Florence Nightingale appears in a neutral document with surrounding generic context.,10,2197, document
train,Florence Nightingale,The phrase Florence Nightingale appears in a neutral document with surrounding generic context.,5,1574,ale
train,Florence Nightingale,The phrase Florence Nightingale appears in a neutral document with surrounding generic context.,11,448, with
train,Florence Nightingale,The phrase Florence Nightingale appears in a neutral document with surrounding generic context.,7,304, in
train,Florence Nightingale,The phrase Florence Nightingale appears in a neutral document with surrounding generic context.,3,12826, Night
train,Florence Nightingale,The phrase Florence Nightingale appears in a neutral document with surrounding generic context.,8,264, a
train,Florence Nightingale,The phrase Florence Nightingale appears in a neutral document with surrounding generic context.,6,7952, appears
train,Florence Nightingale,The phrase Florence Nightingale appears in a neutral document with surrounding generic context.,0,785,The
train,Florence Nightingale,The phrase Florence Nightingale appears in a neutral document with surrounding generic context.,14,2266, context
train,Florence Nightingale,The phrase Florence Nightingale appears in a neutral document with surrounding generic context.,12,14590, surrounding
train,Florence Nightingale,The phrase Florence Nightingale appears in a neutral document with surrounding generic context.,1,17133, phrase
train,Florence Nightingale,The phrase Florence Nightingale appears in a neutral document with surrounding generic context.,2,47506, Florence
train,Florence Nightingale,The phrase Florence Nightingale appears in a neutral document with surrounding generic context.,15,13,.
train,Florence Nightingale,The phrase Florence Nightingale appears in a neutral document with surrounding generic context.,13,13954, generic
train,Disney,"Important facts about Disney include its history, context, and influence.",1,13064, facts
train,Disney,"Important facts about Disney include its history, context, and influence.",10,323, and
train,Disney,"Important facts about Disney include its history, context, and influence.",12,13,.
train,Disney,"Important facts about Disney include its history, context, and influence.",7,11,","
train,Disney,"Important facts about Disney include its history, context, and influence.",6,3840, history
train,Disney,"Important facts about Disney include its history, context, and influence.",0,52280,Important
train,Disney,"Important facts about Disney include its history, context, and influence.",5,1181, its
train,Disney,"Important facts about Disney include its history, context, and influence.",8,2266, context
train,Disney,"Important facts about Disney include its history, context, and influence.",4,2924, include
train,Disney,"Important facts about Disney include its history, context, and influence.",3,16390, Disney
train,Disney,"Important facts about Disney include its history, context, and influence.",11,10173, influence
train,Disney,"Important facts about Disney include its history, context, and influence.",2,911, about
train,Disney,"Important facts about Disney include its history, context, and influence.",9,11,","
train,Bill Gates,"Important facts about Bill Gates include its history, context, and influence.",13,13,.
train,Bill Gates,"Important facts about Bill Gates include its history, context, and influence.",2,911, about
train,Bill Gates,"Important facts about Bill Gates include its history, context, and influence.",3,8596, Bill
train,Bill Gates,"Important facts about Bill Gates include its history, context, and influence.",7,3840, history
train,Bill Gates,"Important facts about Bill Gates include its history, context, and influence.",0,52280,Important
train,Bill Gates,"Important facts about Bill Gates include its history, context, and influence.",5,2924, include
train,Bill Gates,"Important facts about Bill Gates include its history, context, and influence.",10,11,","
train,Bill Gates,"Important facts about Bill Gates include its history, context, and influence.",8,11,","
train,Bill Gates,"Important facts about Bill Gates include its history, context, and influence.",9,2266, context
train,Bill Gates,"Important facts about Bill Gates include its history, context, and influence.",12,10173, influence
train,Bill Gates,"Important facts about Bill Gates include its history, context, and influence.",1,13064, facts
train,Bill Gates,"Important facts about Bill Gates include its history, context, and influence.",4,35493, Gates
train,Bill Gates,"Important facts about Bill Gates include its history, context, and influence.",11,323, and
train,Bill Gates,"Important facts about Bill Gates include its history, context, and influence.",6,1181, its
train,The Godfather,The Godfather,1,4264, God
train,The Godfather,The Godfather,0,785,The
train,The Godfather,The Godfather,2,23017,father
train,Charles Darwin,A short paragraph says that Charles Darwin has a recognizable name and associated description.,8,264, a
train,Charles Darwin,A short paragraph says that Charles Darwin has a recognizable name and associated description.,13,4008, description
train,Charles Darwin,A short paragraph says that Charles Darwin has a recognizable name and associated description.,9,65252, recognizable
train,Charles Darwin,A short paragraph says that Charles Darwin has a recognizable name and associated description.,3,2727, says
train,Charles Darwin,A short paragraph says that Charles Darwin has a recognizable name and associated description.,12,5815, associated
train,Charles Darwin,A short paragraph says that Charles Darwin has a recognizable name and associated description.,14,13,.
train,Charles Darwin,A short paragraph says that Charles Darwin has a recognizable name and associated description.,4,429, that
train,Charles Darwin,A short paragraph says that Charles Darwin has a recognizable name and associated description.,2,14311, paragraph
train,Charles Darwin,A short paragraph says that Charles Darwin has a recognizable name and associated description.,1,2805, short
train,Charles Darwin,A short paragraph says that Charles Darwin has a recognizable name and associated description.,5,14927, Charles
train,Charles Darwin,A short paragraph says that Charles Darwin has a recognizable name and associated description.,11,323, and
train,Charles Darwin,A short paragraph says that Charles Darwin has a recognizable name and associated description.,0,32,A
train,Charles Darwin,A short paragraph says that Charles Darwin has a recognizable name and associated description.,10,829, name
train,Charles Darwin,A short paragraph says that Charles Darwin has a recognizable name and associated description.,6,44380, Darwin
train,Charles Darwin,A short paragraph says that Charles Darwin has a recognizable name and associated description.,7,702, has
train,China,The topic is China.,4,13,.
train,China,The topic is China.,3,5616, China
train,China,The topic is China.,0,785,The
train,China,The topic is China.,2,374, is
train,China,The topic is China.,1,8544, topic
train,India,"For a quiz clue, India would be identified from a brief factual description.",11,9814, brief
train,India,"For a quiz clue, India would be identified from a brief factual description.",2,27124, quiz
train,India,"For a quiz clue, India would be identified from a brief factual description.",9,504, from
train,India,"For a quiz clue, India would be identified from a brief factual description.",8,10820, identified
train,India,"For a quiz clue, India would be identified from a brief factual description.",4,11,","
train,India,"For a quiz clue, India would be identified from a brief factual description.",13,4008, description
train,India,"For a quiz clue, India would be identified from a brief factual description.",7,387, be
train,India,"For a quiz clue, India would be identified from a brief factual description.",0,2461,For
train,India,"For a quiz clue, India would be identified from a brief factual description.",5,6747, India
train,India,"For a quiz clue, India would be identified from a brief factual description.",3,29989, clue
train,India,"For a quiz clue, India would be identified from a brief factual description.",12,59901, factual
train,India,"For a quiz clue, India would be identified from a brief factual description.",6,1035, would
train,India,"For a quiz clue, India would be identified from a brief factual description.",10,264, a
train,India,"For a quiz clue, India would be identified from a brief factual description.",1,264, a
train,India,"For a quiz clue, India would be identified from a brief factual description.",14,13,.
train,Madrid,Madrid,0,37036,Mad
train,Madrid,Madrid,1,1869,rid
train,United Nations,A short paragraph says that United Nations has a recognizable name and associated description.,6,19140, Nations
train,United Nations,A short paragraph says that United Nations has a recognizable name and associated description.,13,4008, description
train,United Nations,A short paragraph says that United Nations has a recognizable name and associated description.,12,5815, associated
train,United Nations,A short paragraph says that United Nations has a recognizable name and associated description.,14,13,.
train,United Nations,A short paragraph says that United Nations has a recognizable name and associated description.,9,65252, recognizable
train,United Nations,A short paragraph says that United Nations has a recognizable name and associated description.,10,829, name
train,United Nations,A short paragraph says that United Nations has a recognizable name and associated description.,2,14311, paragraph
train,United Nations,A short paragraph says that United Nations has a recognizable name and associated description.,7,702, has
train,United Nations,A short paragraph says that United Nations has a recognizable name and associated description.,1,2805, short
train,United Nations,A short paragraph says that United Nations has a recognizable name and associated description.,4,429, that
train,United Nations,A short paragraph says that United Nations has a recognizable name and associated description.,11,323, and
train,United Nations,A short paragraph says that United Nations has a recognizable name and associated description.,5,3639, United
train,United Nations,A short paragraph says that United Nations has a recognizable name and associated description.,8,264, a
train,United Nations,A short paragraph says that United Nations has a recognizable name and associated description.,3,2727, says
train,United Nations,A short paragraph says that United Nations has a recognizable name and associated description.,0,32,A
train,Google,"For a quiz clue, Google would be identified from a brief factual description.",10,264, a
train,Google,"For a quiz clue, Google would be identified from a brief factual description.",1,264, a
train,Google,"For a quiz clue, Google would be identified from a brief factual description.",11,9814, brief
train,Google,"For a quiz clue, Google would be identified from a brief factual description.",12,59901, factual
train,Google,"For a quiz clue, Google would be identified from a brief factual description.",13,4008, description
train,Google,"For a quiz clue, Google would be identified from a brief factual description.",9,504, from
train,Google,"For a quiz clue, Google would be identified from a brief factual description.",0,2461,For
train,Google,"For a quiz clue, Google would be identified from a brief factual description.",3,29989, clue
